Propriétaire du compte;Date de dernière modification;ID du compte;Main address city
etl migration;28/02/2019;0012400000rGHH7;Toronto
etl migration;28/02/2019;0012400000rG2Hn;Saint-Cyprien-de-Napierville
etl migration;28/02/2019;0012400000rGHHA;Burlington
etl migration;28/02/2019;0012400000rG2Hx;Montréal
etl migration;28/02/2019;0012400000rGHHG;Victoria
etl migration;20/03/2019;0012400000rG2I7;Scarborough
etl migration;28/02/2019;0012400000rGHHP;St-Colomban
etl migration;20/03/2019;0012400000rG2I8;Montréal
etl migration;28/02/2019;0012400000rGHHR;Mississauga
etl migration;28/02/2019;0012400000rG2IE;Newcastle
etl migration;20/03/2019;0012400000rGHHT;Montréal
etl migration;20/03/2019;0012400000rG2IH;Candiac
etl migration;20/03/2019;0012400000rGHHW;Winnipeg
etl migration;28/02/2019;0012400000rG2IK;Scarborough
etl migration;20/03/2019;0012400000rGHHd;Varennes
etl migration;20/03/2019;0012400000rG2IM;North Vancouver
etl migration;28/02/2019;0012400000rGHHf;Hamilton
etl migration;28/02/2019;0012400000rG2IN;Abbotsford
etl migration;28/02/2019;0012400000rGHHi;Edmonton
etl migration;28/02/2019;0012400000rG2IR;North Vancouver
etl migration;28/02/2019;0012400000rGHHj;Morinville
etl migration;28/02/2019;0012400000rG2IS;Comox
etl migration;20/03/2019;0012400000rGHHu;Surrey
etl migration;28/02/2019;0012400000rG2IX;Peterborough
etl migration;28/02/2019;0012400000rGHHz;Langley
etl migration;28/02/2019;0012400000rG2IY;Salmon Arm
etl migration;20/03/2019;0012400000rGHI2;St Albert
etl migration;20/03/2019;0012400000rG2Ig;Etobicoke
etl migration;28/02/2019;0012400000rGHI3;Calgary
etl migration;20/03/2019;0012400000rG2Ij;Lévis
etl migration;20/03/2019;0012400000rGHI4;Montréal
etl migration;28/02/2019;0012400000rG2Ip;Val-d'Or
etl migration;20/03/2019;0012400000rGHI5;Saint-Hyacinthe
etl migration;28/02/2019;0012400000rG2Ir;Toronto
etl migration;28/02/2019;0012400000rGHI8;Sainte-Justine-de-Newton
etl migration;20/03/2019;0012400000rG2It;Markham
etl migration;20/03/2019;0012400000rGHIB;Montréal
etl migration;28/02/2019;0012400000rG2Iv;Sherbrooke
etl migration;28/02/2019;0012400000rGHIC;Burlington
etl migration;28/02/2019;0012400000rG2Iw;Toronto
etl migration;20/03/2019;0012400000rGHIE;Vancouver
etl migration;20/03/2019;0012400000rG2J0;Toronto
etl migration;28/05/2019;0012400000rGHIH;Nanaimo
etl migration;28/02/2019;0012400000rG2J1;Montréal
etl migration;24/03/2019;0012400000rGHIM;Winnipeg
etl migration;28/02/2019;0012400000rG2JA;Montréal
etl migration;20/03/2019;0012400000rGHIP;Verdun
etl migration;20/03/2019;0012400000rG2JC;Youngstown
etl migration;20/03/2019;0012400000rGHIQ;Kamloops
etl migration;28/02/2019;0012400000rG2JE;Port Coquitlam
etl migration;20/03/2019;0012400000rGHIS;Edmonton
etl migration;28/02/2019;0012400000rG2JH;Terrace
etl migration;28/02/2019;0012400000rGHIT;Montréal
etl migration;20/03/2019;0012400000rG2JJ;Montréal
etl migration;20/03/2019;0012400000rGHIU;Charlesbourg
etl migration;13/06/2019;0012400000rG2JL;Abbotsford
etl migration;28/02/2019;0012400000rGHIV;Collingwood
etl migration;28/02/2019;0012400000rG2JP;Val Caron
etl migration;28/02/2019;0012400000rGHIb;Windsor
etl migration;20/03/2019;0012400000rG2JR;North York
etl migration;02/10/2017;0012400000rGHIh;
etl migration;20/03/2019;0012400000rG2Jd;Terrebonne
etl migration;20/03/2019;0012400000rGHIl;Fort McMurray
etl migration;20/03/2019;0012400000rG2Jp;York
etl migration;20/03/2019;0012400000rGHIo;Hamilton
etl migration;28/02/2019;0012400000rG2Jv;Edmonton
etl migration;20/03/2019;0012400000rGHIv;Noyan
etl migration;20/03/2019;0012400000rG2Jz;Oakville
etl migration;28/02/2019;0012400000rGHIx;Scarborough
etl migration;20/03/2019;0012400000rG2K6;Edmonton
etl migration;28/02/2019;0012400000rGHJ0;Saint-Esprit
etl migration;28/02/2019;0012400000rG2KE;Brandon
etl migration;20/03/2019;0012400000rGHJ1;Langley
etl migration;22/03/2019;0012400000rG2KI;Saint-Anicet
etl migration;20/03/2019;0012400000rGHJ3;Mississauga
etl migration;28/02/2019;0012400000rG2KJ;Toronto
etl migration;28/02/2019;0012400000rGHJ4;St-Jean-Chrysostome
etl migration;20/03/2019;0012400000rG2KN;Toronto
etl migration;20/03/2019;0012400000rGHJ7;Montréal
etl migration;28/02/2019;0012400000rG2KV;Okotoks
etl migration;20/03/2019;0012400000rGHJB;Québec
etl migration;20/03/2019;0012400000rG2Ka;Langley
etl migration;28/02/2019;0012400000rGHJE;Stratford
etl migration;28/02/2019;0012400000rG2Kc;Val-d'Or
etl migration;28/02/2019;0012400000rGHJS;Sainte-Thérèse
etl migration;28/02/2019;0012400000rG2Ke;Scarborough
etl migration;28/02/2019;0012400000rGHJV;Kitchener
etl migration;20/06/2019;0012400000rG2Kf;Montréal
etl migration;28/02/2019;0012400000rGHJW;Laval
etl migration;20/03/2019;0012400000rG2Kg;Scarborough
etl migration;20/03/2019;0012400000rGHJh;North Vancouver
etl migration;20/03/2019;0012400000rG2Kj;Winnipeg
etl migration;28/02/2019;0012400000rGHJi;London
etl migration;20/03/2019;0012400000rG2Kl;Calgary
etl migration;20/03/2019;0012400000rGHJl;Vancouver
etl migration;28/02/2019;0012400000rG2Kv;Campbell's Bay
etl migration;28/02/2019;0012400000rGHJo;Calgary
etl migration;20/03/2019;0012400000rG2Kx;
etl migration;20/03/2019;0012400000rGHJr;Montréal
etl migration;20/03/2019;0012400000rG2L0;St Catharines
etl migration;20/03/2019;0012400000rGHJu;West Vancouver
etl migration;20/03/2019;0012400000rG2L6;Ancaster
etl migration;28/02/2019;0012400000rGHJw;Pemberton
etl migration;20/03/2019;0012400000rG2LE;London
etl migration;28/02/2019;0012400000rGHK0;Winnipeg
etl migration;22/06/2019;0012400000rG2LM;Winnipeg
etl migration;20/03/2019;0012400000rGHK1;St Paul D Abbotsford
etl migration;20/03/2019;0012400000rG2LV;Mirabel
etl migration;20/03/2019;0012400000rGHK5;La Prairie
etl migration;28/02/2019;0012400000rG2LY;Peterborough
etl migration;28/02/2019;0012400000rGHK6;Toronto
etl migration;20/03/2019;0012400000rG2LZ;Etobicoke
etl migration;20/03/2019;0012400000rGHKA;Whitby
etl migration;20/03/2019;0012400000rG2Lc;St Catharines
etl migration;20/03/2019;0012400000rGHKD;Shelburne
etl migration;20/03/2019;0012400000rG2Lf;Pr 1 Fraserville
etl migration;20/03/2019;0012400000rGHKF;Deux-Montagnes
etl migration;20/03/2019;0012400000rG2Lo;Lévis
etl migration;28/02/2019;0012400000rGHKH;PORT MOODY
etl migration;28/02/2019;0012400000rG2Lt;Châteauguay
etl migration;20/03/2019;0012400000rGHKP;Thunder Bay
etl migration;28/02/2019;0012400000rG2Lx;Burnaby
etl migration;20/03/2019;0012400000rGHKT;St.Albert
etl migration;20/03/2019;0012400000rG2Ly;Brossard
etl migration;28/02/2019;0012400000rGHKW;BELOEIL
etl migration;28/02/2019;0012400000rG2Lz;Oakville
etl migration;28/02/2019;0012400000rGHKY;Woodbridge
etl migration;20/03/2019;0012400000rG2M9;Longueuil
etl migration;15/11/2018;0012400000rGHKb;
etl migration;20/03/2019;0012400000rG2MD;West Vancouver
etl migration;20/03/2019;0012400000rGHKe;Scarborough
etl migration;28/02/2019;0012400000rG2ME;Whitby
etl migration;20/03/2019;0012400000rGHKj;Montréal
etl migration;20/03/2019;0012400000rG2MM;Ottawa
etl migration;28/02/2019;0012400000rGHKo;Cobourg
etl migration;28/02/2019;0012400000rG2MT;Orleans
etl migration;28/02/2019;0012400000rGHKp;Vancouver
etl migration;22/06/2019;0012400000rG2MY;MONTRÉAL
etl migration;20/03/2019;0012400000rGHKs;St Antoine Sur Richelieu
etl migration;20/03/2019;0012400000rG2Md;Montréal
etl migration;28/02/2019;0012400000rGHL0;St-Eustache
etl migration;20/03/2019;0012400000rG2Mg;Barrie
etl migration;20/03/2019;0012400000rGHL2;North Vancouver
etl migration;20/03/2019;0012400000rG2Ml;Kitchener
etl migration;20/03/2019;0012400000rGHL3;Edmonton
etl migration;20/03/2019;0012400000rG2Mo;Toronto
etl migration;28/02/2019;0012400000rGHL8;London
etl migration;28/02/2019;0012400000rG2Mr;Vancouver
etl migration;28/02/2019;0012400000rGHL9;Calgary
etl migration;20/03/2019;0012400000rG2My;Calgary
etl migration;26/11/2018;0012400000rGHLC;
etl migration;20/03/2019;0012400000rG2N7;Lévis
etl migration;20/03/2019;0012400000rGHLI;Oakville
etl migration;20/03/2019;0012400000rG2N8;Calgary
etl migration;28/02/2019;0012400000rGHLO;Pincourt
etl migration;28/02/2019;0012400000rG2ND;Halifax
etl migration;28/02/2019;0012400000rGHLQ;Okotoks
etl migration;20/03/2019;0012400000rG2NG;Boucherville
etl migration;28/02/2019;0012400000rGHLR;L'Ancienne-Lorette
etl migration;28/02/2019;0012400000rG2NJ;Cornwall
etl migration;20/03/2019;0012400000rGHLd;Richmond Hill
etl migration;28/02/2019;0012400000rG2NX;Barrie
etl migration;31/03/2019;0012400000rGHLk;Edmonton
etl migration;28/02/2019;0012400000rG2Na;Turner Valley
etl migration;20/03/2019;0012400000rGHLl;Fonthill
etl migration;20/03/2019;0012400000rG2Ne;Marion Bridge
etl migration;28/02/2019;0012400000rGHLm;North Vancouver
etl migration;28/02/2019;0012400000rG2Nj;Welland
etl migration;28/02/2019;0012400000rGHLo;Silver Water
etl migration;20/03/2019;0012400000rG2Nr;Mont-Saint-Hilaire
etl migration;20/03/2019;0012400000rGHLt;Kingsey Falls
etl migration;20/03/2019;0012400000rG2Ny;Brossard
etl migration;20/03/2019;0012400000rGHM1;Surrey
etl migration;20/03/2019;0012400000rG2O0;Brossard
etl migration;20/03/2019;0012400000rGHM3;Maple Ridge
etl migration;28/02/2019;0012400000rG2O3;Calgary
etl migration;28/02/2019;0012400000rGHM4;Pointe claire
etl migration;28/02/2019;0012400000rG2O5;Contrecoeur
etl migration;02/10/2017;0012400000rGHMK;
etl migration;28/02/2019;0012400000rG2O7;Calgary
etl migration;24/03/2019;0012400000rGHMR;Barrie
etl migration;20/03/2019;0012400000rG2OD;Québec
etl migration;28/02/2019;0012400000rGHMW;Laval
etl migration;28/02/2019;0012400000rG2OF;Hamilton
etl migration;20/03/2019;0012400000rGHMY;Calgary
etl migration;28/02/2019;0012400000rG2OG;Rimouski
etl migration;20/03/2019;0012400000rGHMZ;North York
etl migration;28/02/2019;0012400000rG2OI;Kitchener
etl migration;28/02/2019;0012400000rGHMg;Langley
etl migration;28/02/2019;0012400000rG2OL;Trois-Rivières
etl migration;20/03/2019;0012400000rGHMm;Markham
etl migration;28/02/2019;0012400000rG2OQ;Laval
etl migration;28/02/2019;0012400000rGHN7;Témiscouata-sur-le-Lac
etl migration;28/02/2019;0012400000rG2OR;Hamilton
etl migration;25/06/2019;0012400000rGHNB;Vancouver
etl migration;28/02/2019;0012400000rG2OS;Toronto
etl migration;20/03/2019;0012400000rGHNC;Merritt
etl migration;28/02/2019;0012400000rG2Oa;Sauble Beach
etl migration;20/03/2019;0012400000rGHNH;Thornhill
etl migration;28/02/2019;0012400000rG2Oc;St-Jean-Baptiste
etl migration;21/06/2019;0012400000rGHNP;Collingwood
etl migration;23/03/2019;0012400000rG2Oe;Mirabel
etl migration;20/03/2019;0012400000rGHNQ;Markham
etl migration;20/03/2019;0012400000rG2Oh;Saint-Léonard
etl migration;20/03/2019;0012400000rGHNW;Armagh
etl migration;20/03/2019;0012400000rG2Oi;Wasaga Beach
etl migration;13/06/2019;0012400000rGHNb;REGINA
etl migration;20/03/2019;0012400000rG2Oj;Windsor
etl migration;20/06/2019;0012400000rGHNl;Milton
etl migration;20/03/2019;0012400000rG2Oy;
etl migration;28/02/2019;0012400000rGHNo;Scarborough
etl migration;20/03/2019;0012400000rG2P5;Stoney Creek
etl migration;28/02/2019;0012400000rGHNr;Oakville
etl migration;20/03/2019;0012400000rG2P7;Richelieau
etl migration;20/03/2019;0012400000rGHNu;Niagara Falls
etl migration;20/03/2019;0012400000rG2PG;Brantford
etl migration;28/02/2019;0012400000rGHO0;Beauharnois
etl migration;20/03/2019;0012400000rG2PI;Woodbridge
etl migration;28/02/2019;0012400000rGHO5;Westlock
etl migration;20/03/2019;0012400000rG2PL;Québec
etl migration;20/03/2019;0012400000rGHOB;Laval
etl migration;20/03/2019;0012400000rG2PQ;Sechelt
etl migration;20/03/2019;0012400000rGHOE;Laval
etl migration;28/02/2019;0012400000rG2PS;Edmonton
etl migration;20/03/2019;0012400000rGHOF;Québec
etl migration;22/06/2019;0012400000rG2PU;Montréal
etl migration;20/03/2019;0012400000rGHOL;Gatineau
etl migration;28/02/2019;0012400000rG2Pb;Saint-Norbert
etl migration;20/03/2019;0012400000rGHOM;Montréal
etl migration;25/06/2019;0012400000rG2Pe;Ottawa
etl migration;28/02/2019;0012400000rGHOb;Langley
etl migration;28/02/2019;0012400000rG2Pj;St. John's
etl migration;13/06/2019;0012400000rGHOc;Laval
etl migration;20/03/2019;0012400000rG2Pl;Saint-Constant
etl migration;20/03/2019;0012400000rGHOf;Sydney
etl migration;20/03/2019;0012400000rG2Pp;Edmonton
etl migration;20/03/2019;0012400000rGHOj;Québec
etl migration;28/02/2019;0012400000rG2Pq;Trois-Rivières
etl migration;28/02/2019;0012400000rGHOn;West St Paul
etl migration;20/03/2019;0012400000rG2Py;Baie-Saint-Paul
etl migration;20/03/2019;0012400000rGHOp;Scarborough
etl migration;22/03/2019;0012400000rG2Q2;RICHMOND HILL
etl migration;20/03/2019;0012400000rGHOq;Kelowna
etl migration;28/02/2019;0012400000rG2QC;Edmonton
etl migration;20/03/2019;0012400000rGHOt;Montréal
etl migration;28/02/2019;0012400000rG2QI;Edmonton
etl migration;20/03/2019;0012400000rGHOu;Edmonton
etl migration;20/03/2019;0012400000rG2QK;Toronto
etl migration;28/02/2019;0012400000rGHOy;Ajax
etl migration;28/02/2019;0012400000rG2QM;Pointe-aux-Trembles
etl migration;20/03/2019;0012400000rGHOz;Victoria
etl migration;12/09/2018;0012400000rG2QO;
etl migration;28/02/2019;0012400000rGHP2;Québec
etl migration;28/02/2019;0012400000rG2QS;Scarborough
etl migration;22/03/2019;0012400000rGHP7;Prince Albert
etl migration;20/03/2019;0012400000rG2QU;Saint-Eustache
etl migration;28/02/2019;0012400000rGHP8;Etobicoke
etl migration;20/03/2019;0012400000rG2QW;Calgary
etl migration;28/02/2019;0012400000rGHPC;Mont-Saint-Hilaire
etl migration;20/03/2019;0012400000rG2QY;Montréal
etl migration;28/02/2019;0012400000rGHPF;Victoria
etl migration;28/02/2019;0012400000rG2Qb;Port McNicoll
etl migration;28/02/2019;0012400000rGHPH;Ancaster
etl migration;20/03/2019;0012400000rG2Qc;Hamilton
etl migration;20/03/2019;0012400000rGHPI;Gatineau
etl migration;20/03/2019;0012400000rG2Qe;Laval
etl migration;28/02/2019;0012400000rGHPK;Mississauga
etl migration;28/02/2019;0012400000rG2Qg;Lavaltrie
etl migration;28/02/2019;0012400000rGHPN;Winnipeg
etl migration;28/02/2019;0012400000rG2Qn;Lavaltrie
etl migration;20/03/2019;0012400000rGHPP;Longueuil
etl migration;20/03/2019;0012400000rG2Qt;Repentigny
etl migration;28/02/2019;0012400000rGHPQ;Toronto
etl migration;20/03/2019;0012400000rG2Qw;Toronto
etl migration;28/02/2019;0012400000rGHPU;Cambridge
etl migration;28/02/2019;0012400000rG2R0;Pierrefonds
etl migration;28/02/2019;0012400000rGHPV;Vancouver
etl migration;20/03/2019;0012400000rG2R3;Verdun
etl migration;28/02/2019;0012400000rGHPd;Edmonton
etl migration;20/03/2019;0012400000rG2R4;Richmond
etl migration;20/03/2019;0012400000rGHPe;Saint-Amable
etl migration;20/03/2019;0012400000rG2R6;North York
etl migration;28/02/2019;0012400000rGHPg;Etobicoke
etl migration;20/03/2019;0012400000rG2R7;Lorraine
etl migration;28/02/2019;0012400000rGHPi;Fort St. John
etl migration;20/03/2019;0012400000rG2R9;Stoney Creek
etl migration;20/03/2019;0012400000rGHPm;Edmonton
etl migration;28/02/2019;0012400000rG2RD;Chandler
etl migration;20/03/2019;0012400000rGHQ3;Gatineau
etl migration;20/03/2019;0012400000rG2RE;East York
etl migration;28/02/2019;0012400000rGHQ4;Saint-Hubert
etl migration;20/03/2019;0012400000rG2RF;Halifax
etl migration;20/03/2019;0012400000rGHQ6;Montréal
etl migration;28/02/2019;0012400000rG2RM;Montréal
etl migration;20/03/2019;0012400000rGHQD;New Westminster
etl migration;20/03/2019;0012400000rG2RO;Kamloops
etl migration;28/02/2019;0012400000rGHQI;Brampton
etl migration;28/02/2019;0012400000rG2RU;Brossard
etl migration;20/03/2019;0012400000rGHQJ;Sainte-Julie
etl migration;20/03/2019;0012400000rG2RY;Salaberry-De-Valleyfield
etl migration;20/03/2019;0012400000rGHQM;Markdale
etl migration;28/02/2019;0012400000rG2RZ;Russell
etl migration;28/02/2019;0012400000rGHQS;Saint-Agapit
etl migration;20/03/2019;0012400000rG2Rd;Toronto
etl migration;28/02/2019;0012400000rGHQT;Vancouver
etl migration;08/06/2019;0012400000rG2Re;CALGARY
etl migration;28/02/2019;0012400000rGHQb;Winnipeg
etl migration;20/03/2019;0012400000rG2Rf;Vancouver
etl migration;28/02/2019;0012400000rGHQg;Blainville
etl migration;20/03/2019;0012400000rG2Rl;Scarborough
etl migration;20/03/2019;0012400000rGHQn;Edmundston
etl migration;20/03/2019;0012400000rG2Rm;Saint-Antonin
etl migration;20/03/2019;0012400000rGHQs;Mississauga
etl migration;20/03/2019;0012400000rG2Rq;Surrey
etl migration;20/03/2019;0012400000rGHQv;Etobicoke
etl migration;28/02/2019;0012400000rG2Ry;Brampton
etl migration;20/03/2019;0012400000rGHR2;Stouffville
etl migration;28/02/2019;0012400000rG2S7;Terrebonne
etl migration;20/03/2019;0012400000rGHR6;Candiac
etl migration;20/03/2019;0012400000rG2S9;Burlington
etl migration;23/03/2019;0012400000rGHR7;Québec
etl migration;20/03/2019;0012400000rG2SA;Edmonton
etl migration;23/06/2019;0012400000rGHR8;Nanoose Bay
etl migration;28/02/2019;0012400000rG2SB;Laval
etl migration;20/03/2019;0012400000rGHRA;Maple Ridge
etl migration;28/02/2019;0012400000rG2SD;Edmonton
etl migration;20/03/2019;0012400000rGHRE;Québec
etl migration;20/03/2019;0012400000rG2SE;Brossard
etl migration;28/02/2019;0012400000rGHRY;Ste Anne
etl migration;28/02/2019;0012400000rG2SF;Calgary
etl migration;28/02/2019;0012400000rGHRa;SHELBURNE
etl migration;28/02/2019;0012400000rG2SL;Saint-Laurent
etl migration;20/03/2019;0012400000rGHRd;Edmonton
etl migration;20/03/2019;0012400000rG2SM;Montréal
etl migration;28/02/2019;0012400000rGHRg;Surrey
etl migration;28/02/2019;0012400000rG2SR;Leduc
etl migration;20/03/2019;0012400000rGHRm;Canmore
etl migration;20/03/2019;0012400000rG2Sd;Westmount
etl migration;28/02/2019;0012400000rGHRn;Mont-Saint-Hilaire
etl migration;24/06/2019;0012400000rG2Se;Winnipeg
etl migration;28/02/2019;0012400000rGHRo;Windsor
etl migration;20/03/2019;0012400000rG2So;Stony Mountain
etl migration;28/02/2019;0012400000rGHRq;Granby
etl migration;20/03/2019;0012400000rG2Sp;
etl migration;28/02/2019;0012400000rGHRu;North York
etl migration;28/02/2019;0012400000rG2Ss;Winnipeg
etl migration;20/03/2019;0012400000rGHS2;Hamilton
etl migration;28/02/2019;0012400000rG2Sz;Brampton
etl migration;20/03/2019;0012400000rGHS3;Salaberry-De-Valleyfield
etl migration;20/03/2019;0012400000rG2T0;Pierrefonds
etl migration;20/03/2019;0012400000rGHSD;Brampton
etl migration;28/02/2019;0012400000rG2T4;Coquitlam
etl migration;28/02/2019;0012400000rGHSI;Cornwall
etl migration;28/02/2019;0012400000rG2T5;Welland
etl migration;20/03/2019;0012400000rGHSJ;Thunder Bay
etl migration;28/02/2019;0012400000rG2TA;Montréal
etl migration;28/02/2019;0012400000rGHSL;Winnipeg
etl migration;22/06/2019;0012400000rG2TB;Newmarket
etl migration;20/03/2019;0012400000rGHSO;Black Creek
etl migration;28/02/2019;0012400000rG2TP;Oshawa
etl migration;21/06/2019;0012400000rGHST;Calgary
etl migration;20/03/2019;0012400000rG2TT;Hamilton
etl migration;20/03/2019;0012400000rGHSV;Burlington
etl migration;28/02/2019;0012400000rG2TZ;Burlington
etl migration;20/03/2019;0012400000rGHSh;Vancouver
etl migration;20/03/2019;0012400000rG2Td;Calgary
etl migration;20/03/2019;0012400000rGHSq;Windsor
etl migration;28/02/2019;0012400000rG2Te;London
etl migration;28/02/2019;0012400000rGHSt;Mississauga
etl migration;28/02/2019;0012400000rG2Tg;Vancouver
etl migration;20/03/2019;0012400000rGHT0;Saint-Bruno
etl migration;20/03/2019;0012400000rG2Th;Montréal
etl migration;28/02/2019;0012400000rGHT8;Wilsonville
etl migration;20/03/2019;0012400000rG2Tk;Sainte-Anne-Des-Plaines
etl migration;28/02/2019;0012400000rGHTF;Lac-du-Cerf
etl migration;28/02/2019;0012400000rG2Tl;Blairmore
etl migration;20/03/2019;0012400000rGHTG;Richmond
etl migration;20/06/2019;0012400000rG2Tm;Vancouver
etl migration;20/03/2019;0012400000rGHTJ;Edmonton
etl migration;28/02/2019;0012400000rG2Tv;Gaspé
